Year,Month,Facility Reference Number,Licence Holder,Site Common Name,Latitude,Longitude,Finfish Aquaculture Reporting Zone,Sample Type,Incident Date,Number of Pens Sampled,Average L. salmonis motiles per fish,Average L. salmonis females per fish,Average chalimus per fish,Average caligus per fish,Comments,Year Class
2019,April,7714,MOWI Canada West,Alexander,-128.57494,52.67648,Central Coast,Routine monitoring,2019-04-05,3,0.38,0.03,0.23,0.58,,1
2019,April,7714,MOWI Canada West,Alexander,-128.57494,52.67648,Central Coast,Routine monitoring,2019-04-13,3,0.38,0.03,4.48,0.47,,1
2019,April,7714,MOWI Canada West,Alexander,-128.57494,52.67648,Central Coast,Routine monitoring,2019-04-26,3,0.75,0.07,5.72,1.13,,1
2019,April,7713,MOWI Canada West,Cougar,-128.57432,52.71993,Central Coast,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
2019,April,1691,MOWI Canada West,Kid Bay,-128.40431,52.80108,Central Coast,Routine monitoring,2019-04-03,3,0.58,0.3,1.33,0.67,,2
2019,April,1691,MOWI Canada West,Kid Bay,-128.404313,52.801081,Central Coast,Routine monitoring,2019-04-11,2,0.65,0.38,0.58,0.35,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,April,1691,MOWI Canada West,Kid Bay,-128.40431,52.80108,Central Coast,Routine monitoring,2019-04-18,3,0.77,0.43,0.22,0.62,,2
2019,April,1691,MOWI Canada West,Kid Bay,-128.404313,52.801081,Central Coast,Routine monitoring,2019-04-24,3,0.57,0.2,0.17,0.3,,2
2019,April,1691,MOWI Canada West,Kid Bay,-128.404313,52.801081,Central Coast,Routine monitoring,2019-04-30,3,0.32,0.17,0.47,0.15,,2
2019,April,1537,Cermaq Canada,Bare Bluff,-125.79902,49.32702,Clayoquot Sound,Routine monitoring,n/a,0,,,,,Fallow,2
2019,April,227,Cermaq Canada,Bawden,-126.007418,49.309053,Clayoquot Sound,Pre-treatment,2019-04-27,3,0.01,0.01,0.02,0.01,Management action planned (In-feed treatment),1
2019,April,520,Cermaq Canada,Bedwell,-125.81247,49.26548,Clayoquot Sound,Routine monitoring,2019-04-01,3,15.37,4.84,1.53,0.07,Harvesting,2
2019,April,520,Cermaq Canada,Bedwell,-125.81247,49.26548,Clayoquot Sound,Routine monitoring,2019-04-17,3,16.41,8.95,2.16,0,Harvesting,2
2019,April,520,Cermaq Canada,Bedwell,-125.81247,49.26548,Clayoquot Sound,Routine monitoring,n/a,0,,,,,Count(s) not required (harvesting),2
2019,April,1148,Cermaq Canada,Binns Island,-125.95328,49.34182,Clayoquot Sound,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
2019,April,234,Cermaq Canada,Dixon Bay,-126.150552,49.405004,Clayoquot Sound,Routine monitoring,2019-04-10,3,0.37,0.04,3.59,0.93,,1
2019,April,234,Cermaq Canada,Dixon Bay,-126.150552,49.405004,Clayoquot Sound,Routine monitoring,2019-04-25,3,0.1,0.04,0.43,1.69,,1
2019,April,1507,Cermaq Canada,Millar Channel,-126.09003,49.37622,Clayoquot Sound,Routine monitoring,2019-04-10,3,0.08,0,4.91,4.65,,1
2019,April,1507,Cermaq Canada,Millar Channel,-126.09003,49.37622,Clayoquot Sound,Pre-treatment,2019-04-24,3,0.18,0.02,1.22,2.36,Management action planned (In-feed treatment),1
2019,April,543,Cermaq Canada,Mussel Rock,-125.86762,49.25925,Clayoquot Sound,Routine monitoring,2019-04-25,2,0,0,0,0.15,,1
2019,April,6668,Cermaq Canada,Plover Point,-125.76693,49.21433,Clayoquot Sound,Routine monitoring,2019-04-01,3,1.71,0.76,0,0.04,,2
2019,April,6668,Cermaq Canada,Plover Point,-125.76693,49.21433,Clayoquot Sound,Threshold exceedance,2019-04-15,3,4.64,1.51,0.09,0.16,Harvest pending,2
2019,April,6668,Cermaq Canada,Plover Point,-125.76693,49.21433,Clayoquot Sound,Routine monitoring,2019-04-29,3,4.98,1.96,0.64,0,Harvesting,2
2019,April,314,Cermaq Canada,Ross Pass,-126.04849,49.32437,Clayoquot Sound,Routine monitoring,2019-04-10,2,0.07,0,0.12,0.04,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,April,314,Cermaq Canada,Ross Pass,-126.04849,49.32437,Clayoquot Sound,Routine monitoring,2019-04-26,3,0.03,0.03,0,0.03,,1
2019,April,527,Cermaq Canada,Saranac Island,-125.90671,49.24803,Clayoquot Sound,Routine monitoring,n/a,0,,,,,Count(s) not performed (health management action),1
2019,April,304,Cermaq Canada,Raza Island,-125.00882,50.32159,Discovery Passage,Routine monitoring,2019-04-13,3,1.33,0.76,0.22,0.21,,2
2019,April,304,Cermaq Canada,Raza Island,-125.00882,50.32159,Discovery Passage,Routine monitoring,2019-04-25,3,1.32,0.8,0.37,0.1,,2
2019,April,1300,MOWI Canada West,Althorpe,-125.80975,50.47531,Discovery Passage,Routine monitoring,2019-04-09,2,0.75,0.43,0,0.03,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,April,1300,MOWI Canada West,Althorpe,-125.80975,50.47531,Discovery Passage,Post in-feed treatment,2019-04-15,3,0.22,0.05,0,0,,2
2019,April,1300,MOWI Canada West,Althorpe,-125.80975,50.47531,Discovery Passage,Routine monitoring,2019-04-22,2,0.23,0.1,0,0,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,April,1300,MOWI Canada West,Althorpe,-125.80975,50.47531,Discovery Passage,Routine monitoring,2019-04-29,3,0.23,0.13,0,0,,2
2019,April,790,MOWI Canada West,Chancellor Channel,-125.66284,50.41723,Discovery Passage,Routine monitoring,2019-04-01,3,0.48,0.17,1.47,0.12,,2
2019,April,790,MOWI Canada West,Chancellor Channel,-125.66284,50.41723,Discovery Passage,Routine monitoring,2019-04-06,2,0.15,0.03,0.75,0,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,April,790,MOWI Canada West,Chancellor Channel,-125.66284,50.41723,Discovery Passage,Routine monitoring,2019-04-15,3,0.13,0.07,0.97,0.13,,2
2019,April,790,MOWI Canada West,Chancellor Channel,-125.66284,50.41723,Discovery Passage,Routine monitoring,2019-04-20,2,0.2,0.08,1.2,0.08,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,April,790,MOWI Canada West,Chancellor Channel,-125.66284,50.41723,Discovery Passage,Routine monitoring,2019-04-28,3,1.42,0.63,1.67,0.17,,2
2019,April,1581,MOWI Canada West,Hardwicke,-125.76974,50.41339,Discovery Passage,Pre-treatment,2019-04-05,3,4.27,2.15,2.07,1.85,Management action planned (In-feed treatment),1
2019,April,1581,MOWI Canada West,Hardwicke,-125.76974,50.41339,Discovery Passage,Routine monitoring,2019-04-28,3,1.1,0.45,0.02,0,,2
2019,April,100,MOWI Canada West,Lees Bay,-125.70029,50.41063,Discovery Passage,Routine monitoring,2019-04-05,3,0.2,0.07,0,0.1,,2
2019,April,100,MOWI Canada West,Lees Bay,-125.70029,50.41063,Discovery Passage,Routine monitoring,2019-04-16,2,0.13,0.03,1.2,0.15,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,April,100,MOWI Canada West,Lees Bay,-125.70029,50.41063,Discovery Passage,Routine monitoring,2019-04-18,3,0.38,0.12,2.28,0.23,,2
2019,April,100,MOWI Canada West,Lees Bay,-125.70029,50.41063,Discovery Passage,Routine monitoring,2019-04-30,2,0.63,0.3,2.03,0.1,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,April,78,MOWI Canada West,Phillips Arm,-125.35658,50.48825,Discovery Passage,Routine monitoring,2019-04-03,2,0.1,0.08,0,0.08,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,April,78,MOWI Canada West,Phillips Arm,-125.35658,50.48825,Discovery Passage,Routine monitoring,2019-04-09,3,0.25,0.12,0,0.05,,2
2019,April,78,MOWI Canada West,Phillips Arm,-125.35658,50.48825,Discovery Passage,Routine monitoring,2019-04-17,2,0.23,0.08,0,0.05,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,April,78,MOWI Canada West,Phillips Arm,-125.35658,50.48825,Discovery Passage,Routine monitoring,2019-04-24,3,0.13,0.08,0,0.03,,2
2019,April,1136,MOWI Canada West,Shaw Point,-125.88981,50.48527,Discovery Passage,Threshold exceedance,2019-04-01,5,4.38,1.5,1.65,0.61,Management action planned (Non-medicinal bath treatment),2
2019,April,1136,MOWI Canada West,Shaw Point,-125.88981,50.48527,Discovery Passage,Routine monitoring,2019-04-07,3,3.98,0.7,4.65,1.02,Management action planned (Non-medicinal bath treatment),2
2019,April,1136,MOWI Canada West,Shaw Point,-125.88981,50.48527,Discovery Passage,Routine monitoring,2019-04-13,2,4.48,1.28,0.98,0.2,"Management action planned (Non-medicinal bath treatment); Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,April,1136,MOWI Canada West,Shaw Point,-125.88981,50.48527,Discovery Passage,Routine monitoring,2019-04-25,2,8.08,3.95,2.48,0.23,"Management action planned (Non-medicinal bath treatment); Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,April,1136,MOWI Canada West,Shaw Point,-125.88981,50.48527,Discovery Passage,Routine monitoring,2019-04-27,3,4.83,2.03,1.35,0.23,Management action planned (Non-medicinal bath treatment),2
2019,April,1136,MOWI Canada West,Shaw Point,-125.88981,50.48527,Discovery Passage,Pre-treatment,2019-04-29,3,5.9,1.95,1.73,0.17,Management action planned (Non-medicinal bath treatment),2
2019,April,380,MOWI Canada West,Sonora Point,-125.30517,50.42362,Discovery Passage,Routine monitoring,2019-04-01,2,0.43,0.2,0,0.08,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,April,380,MOWI Canada West,Sonora Point,-125.30517,50.42362,Discovery Passage,Routine monitoring,2019-04-11,3,0.17,0.07,0.08,0.12,,2
2019,April,380,MOWI Canada West,Sonora Point,-125.30517,50.42362,Discovery Passage,Routine monitoring,2019-04-24,2,0.23,0.15,0.05,0,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,April,1863,Grieg Seafood BC,Esperanza,-126.76145,49.87814,Esperanza Inlet,Post mechanical removal or bath treatment,2019-04-11,10,0.55,0.49,0,0,,2
2019,April,1863,Grieg Seafood BC,Esperanza,-126.76145,49.87814,Esperanza Inlet,Threshold exceedance,2019-04-27,3,4.65,2.12,0.73,0,Management action planned (Medicinal bath treatment),2
2019,April,1862,Grieg Seafood BC,Hecate,-126.7573,49.86799,Esperanza Inlet,Routine monitoring,2019-04-05,3,1.63,0.79,0,0.1,,2
2019,April,1862,Grieg Seafood BC,Hecate,-126.7573,49.86799,Esperanza Inlet,Threshold exceedance,2019-04-21,3,6.63,3.52,0.12,0,Harvesting,2
2019,April,1079,Grieg Seafood BC,Steamer,-126.79088,49.88761,Esperanza Inlet,Routine monitoring,2019-04-07,3,0.78,0.6,0.07,0.03,,2
2019,April,1079,Grieg Seafood BC,Steamer,-126.790878,49.887611,Esperanza Inlet,Threshold exceedance,2019-04-25,3,7.55,2.15,2.5,0,Management action planned (Medicinal bath treatment),2
2019,April,1789,Grieg Seafood BC,Concepcion,-126.47587,49.65923,Nootka Sound,Routine monitoring,2019-04-07,3,0.15,0.08,0.13,0.05,,1
2019,April,1789,Grieg Seafood BC,Concepcion,-126.47587,49.65923,Nootka Sound,Routine monitoring,2019-04-24,3,0.07,0,0,0.18,,1
2019,April,1762,Grieg Seafood BC,Gore,-126.43167,49.6466,Nootka Sound,Routine monitoring,2019-04-14,3,0.12,0.02,0.15,0.03,,1
2019,April,1762,Grieg Seafood BC,Gore,-126.43167,49.6466,Nootka Sound,Routine monitoring,2019-04-28,3,0.08,0.03,0,0,,1
2019,April,1849,Grieg Seafood BC,Muchalat North,-126.33953,49.64394,Nootka Sound,Routine monitoring,2019-04-13,3,0.08,0.08,0,0,,1
2019,April,1849,Grieg Seafood BC,Muchalat North,-126.33953,49.64394,Nootka Sound,Routine monitoring,2019-04-23,3,0.05,0,0,0,,1
2019,April,1849,Grieg Seafood BC,Muchalat North,-126.33953,49.64394,Nootka Sound,Routine monitoring,2019-04-27,3,0.08,0,0,0,,1
2019,April,1705,Grieg Seafood BC,Williamson,-126.42849,49.65623,Nootka Sound,Routine monitoring,2019-04-07,3,0.02,0,0,0,,1
2019,April,1705,Grieg Seafood BC,Williamson,-126.42849,49.65623,Nootka Sound,Routine monitoring,2019-04-23,3,0.03,0,0.12,0,,1
2019,April,892,MOWI Canada West,Bell Island,-127.52057,50.83242,Port Hardy,Routine monitoring,2019-04-02,3,0.78,0.15,0.27,0.22,,1
2019,April,892,MOWI Canada West,Bell Island,-127.52057,50.83242,Port Hardy,Routine monitoring,2019-04-04,3,0.88,0.17,0.08,0.12,,1
2019,April,892,MOWI Canada West,Bell Island,-127.52057,50.83242,Port Hardy,Routine monitoring,2019-04-09,3,1.3,0.22,0.92,0.12,,1
2019,April,892,MOWI Canada West,Bell Island,-127.52057,50.83242,Port Hardy,Routine monitoring,2019-04-18,3,0.58,0.17,0.25,0.13,,1
2019,April,892,MOWI Canada West,Bell Island,-127.52057,50.83242,Port Hardy,Routine monitoring,2019-04-26,3,0.83,0.23,0.7,0.15,,1
2019,April,1288,MOWI Canada West,Doyle Island,-127.48698,50.81456,Port Hardy,Routine monitoring,2019-04-04,3,0.2,0.1,0,0.07,,2
2019,April,1288,MOWI Canada West,Doyle Island,-127.48698,50.81456,Port Hardy,Routine monitoring,2019-04-12,3,0.22,0.05,0.12,0,,2
2019,April,1288,MOWI Canada West,Doyle Island,-127.48698,50.81456,Port Hardy,Routine monitoring,2019-04-17,3,0.18,0.08,0,0,,2
2019,April,1288,MOWI Canada West,Doyle Island,-127.48698,50.81456,Port Hardy,Routine monitoring,2019-04-25,3,0.33,0.12,0,0,,2
2019,April,1293,MOWI Canada West,Duncan Island,-127.55568,50.8195,Port Hardy,Routine monitoring,2019-04-03,3,0.02,0,0.02,0.03,,2
2019,April,1293,MOWI Canada West,Duncan Island,-127.55568,50.8195,Port Hardy,Routine monitoring,2019-04-09,3,0.1,0.03,0,0,,2
2019,April,1293,MOWI Canada West,Duncan Island,-127.55568,50.8195,Port Hardy,Routine monitoring,2019-04-17,3,0.05,0.05,0,0,,2
2019,April,1293,MOWI Canada West,Duncan Island,-127.55568,50.8195,Port Hardy,Routine monitoring,2019-04-24,3,0.08,0.02,0,0,,2
2019,April,7053,MOWI Canada West,Ghi ya,-127.93638,50.90078,Port Hardy,Routine monitoring,2019-04-01,2,0.28,0,0.25,0.05,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,April,7053,MOWI Canada West,Ghi ya,-127.93638,50.90078,Port Hardy,Routine monitoring,2019-04-07,2,0.45,0.1,0.08,0,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,April,7053,MOWI Canada West,Ghi ya,-127.93638,50.90078,Port Hardy,Routine monitoring,2019-04-15,3,0.4,0.15,0.22,0,,1
2019,April,7053,MOWI Canada West,Ghi ya,-127.93638,50.90078,Port Hardy,Routine monitoring,2019-04-23,2,0.48,0.13,0.3,0,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,April,1198,MOWI Canada West,Raynor,-127.25359,50.89253,Port Hardy,Routine monitoring,2019-04-03,3,0.2,0.1,0.98,0.13,,1
2019,April,1198,MOWI Canada West,Raynor,-127.25359,50.89253,Port Hardy,Routine monitoring,2019-04-10,3,0.07,0,0.33,0,,1
2019,April,1198,MOWI Canada West,Raynor,-127.25359,50.89253,Port Hardy,Routine monitoring,2019-04-18,3,0.08,0.03,0.97,0.32,,1
2019,April,1198,MOWI Canada West,Raynor,-127.25359,50.89253,Port Hardy,Routine monitoring,2019-04-25,3,0.23,0.02,0.42,0,,1
2019,April,1382,MOWI Canada West,Robertson,-127.42537,50.93242,Port Hardy,Post in-feed treatment,2019-04-02,3,0.17,0.08,0,0,,2
2019,April,1382,MOWI Canada West,Robertson,-127.425365,50.932418,Port Hardy,Routine monitoring,2019-04-10,3,0.08,0.08,0,0,,2
2019,April,1382,MOWI Canada West,Robertson,-127.425365,50.932418,Port Hardy,Routine monitoring,2019-04-26,3,0.15,0.1,0,0,,2
2019,April,831,MOWI Canada West,Shelter Pass,-127.500402,50.884141,Port Hardy,Routine monitoring,2019-04-07,3,2.28,1.07,1.52,0.18,,2
2019,April,831,MOWI Canada West,Shelter Pass,-127.5004,50.88414,Port Hardy,Routine monitoring,2019-04-10,5,2.8,1.06,1.47,0.72,,2
2019,April,831,MOWI Canada West,Shelter Pass,-127.500402,50.884141,Port Hardy,Routine monitoring,2019-04-19,3,2.97,1.18,0.48,0.7,,2
2019,April,831,MOWI Canada West,Shelter Pass,-127.500402,50.884141,Port Hardy,Routine monitoring,2019-04-28,2,2.65,1.1,2.53,0.23,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,April,144,MOWI Canada West,Koskimo,-127.88988,50.45861,Quatsino Sound,Routine monitoring,2019-04-07,3,0.25,0.07,4.6,3.6,,1
2019,April,144,MOWI Canada West,Koskimo,-127.88988,50.45861,Quatsino Sound,Routine monitoring,2019-04-12,3,0.33,0.05,2.37,1.42,,1
2019,April,144,MOWI Canada West,Koskimo,-127.88988,50.45861,Quatsino Sound,Routine monitoring,2019-04-27,3,0.23,0.13,1.43,1,,1
2019,April,1238,MOWI Canada West,Mahatta West,-127.8357708,50.46914167,Quatsino Sound,Routine monitoring,2019-04-03,3,0.5,0.08,1.43,0.67,,1
2019,April,1238,MOWI Canada West,Mahatta West,-127.8357708,50.46914167,Quatsino Sound,Routine monitoring,2019-04-08,2,0.23,0.08,0.78,1.2,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,April,1238,MOWI Canada West,Mahatta West,-127.8357708,50.46914167,Quatsino Sound,Routine monitoring,2019-04-17,3,0.23,0.05,2.78,1.83,,1
2019,April,1238,MOWI Canada West,Mahatta West,-127.8357708,50.46914167,Quatsino Sound,Routine monitoring,2019-04-24,2,0.28,0.08,0,2.3,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,April,1238,MOWI Canada West,Mahatta West,-127.83577,50.46914,Quatsino Sound,Routine monitoring,2019-04-30,3,0.3,0.12,1.7,0.97,,1
2019,April,1237,MOWI Canada West,Monday Rocks,-127.8761792,50.48562083,Quatsino Sound,Routine monitoring,2019-04-01,3,0.75,0.33,1.8,2.48,,1
2019,April,1237,MOWI Canada West,Monday Rocks,-127.8761792,50.48562083,Quatsino Sound,Routine monitoring,2019-04-11,2,0.33,0.05,2.95,3.95,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,April,1237,MOWI Canada West,Monday Rocks,-127.8761792,50.48562083,Quatsino Sound,Routine monitoring,2019-04-17,3,0.33,0.05,1.77,1.57,,1
2019,April,1237,MOWI Canada West,Monday Rocks,-127.8761792,50.48562083,Quatsino Sound,Routine monitoring,2019-04-24,2,0.35,0.1,1.8,1.58,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,April,1698,Grieg Seafood BC,Ahlstrom,-124.15395,49.7793,Sunshine Coast,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
2019,April,1697,Grieg Seafood BC,Culloden,-124.10162,49.79595,Sunshine Coast,Routine monitoring,2019-04-10,3,0.45,0.08,0.05,0.06,,1
2019,April,1697,Grieg Seafood BC,Culloden,-124.10162,49.79595,Sunshine Coast,Routine monitoring,2019-04-25,3,0.49,0,0.43,0,,1
2019,April,332,Grieg Seafood BC,Salten,-123.83407,49.61535,Sunshine Coast,Routine monitoring,2019-04-10,3,0,0,0.08,0,,1
2019,April,332,Grieg Seafood BC,Salten,-123.83407,49.61535,Sunshine Coast,Routine monitoring,2019-04-20,3,0.05,0,0.05,0,,1
2019,April,746,Grieg Seafood BC,Site 13,-123.84265,49.6291,Sunshine Coast,Post in-feed treatment,2019-04-08,2,0.03,0,0.38,0.08,Sampling methodology does not meet requirements outlined in licence conditions (<4 pens),1
2019,April,746,Grieg Seafood BC,Site 13,-123.84265,49.6291,Sunshine Coast,Routine monitoring,2019-04-26,2,0,0,0.13,0,Sampling methodology does not meet requirements outlined in licence conditions (<4 pens),1
2019,April,221,Grieg Seafood BC,Vantage,-123.86019,49.67226,Sunshine Coast,Routine monitoring,2019-04-08,3,0.1,0,0.73,0,,1
2019,April,221,Grieg Seafood BC,Vantage,-123.86019,49.67226,Sunshine Coast,Routine monitoring,2019-04-24,3,0,0,0.67,0,,1
2019,April,303,MOWI Canada West,Glacial Creek,-123.90241,50.01008,Sunshine Coast,Routine monitoring,2019-04-16,3,0.17,0,0,0.32,,Brood
2019,May,1144,Cermaq Canada,Burdwood,-126.49581,50.7969,Broughton Archipelago,Post in-feed treatment,2019-05-07,3,0.23,0.08,0,0.15,,2
2019,May,1144,Cermaq Canada,Burdwood,-126.49581,50.7969,Broughton Archipelago,Routine monitoring,2019-05-10,3,0.28,0.12,0.04,0.13,,2
2019,May,1144,Cermaq Canada,Burdwood,-126.49581,50.7969,Broughton Archipelago,Routine monitoring,2019-05-24,4,0.16,0.06,0.02,0.03,,2
2019,May,819,Cermaq Canada,Cecil Island,-126.71498,50.85123,Broughton Archipelago,Routine monitoring,2019-05-09,3,0.1,0,0,0.91,,1
2019,May,819,Cermaq Canada,Cecil Island,-126.71498,50.85123,Broughton Archipelago,Routine monitoring,2019-05-25,4,0.02,0,0.04,0.34,,1
2019,May,458,Cermaq Canada,Cypress Harbour,-126.66313,50.83772,Broughton Archipelago,Pre-treatment,2019-05-01,3,2.78,1.27,1.99,0.03,Management action planned (In-feed treatment),Brood
2019,May,458,Cermaq Canada,Cypress Harbour,-126.66313,50.83772,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Count(s) not required (<21 days post in-feed treatment),Brood
2019,May,869,Cermaq Canada,Maude Island,-126.75743,50.85271,Broughton Archipelago,Routine monitoring,2019-05-10,3,0.14,0.05,0.12,0.6,,2
2019,May,869,Cermaq Canada,Maude Island,-126.75743,50.85271,Broughton Archipelago,Routine monitoring,2019-05-25,3,0.22,0.11,0.02,0.31,,2
2019,May,1336,Cermaq Canada,Simmonds Point,-126.90153,50.87791,Broughton Archipelago,Pre-treatment,2019-05-11,3,0.34,0.11,7.69,0.14,Management action planned (In-feed treatment),1
2019,May,1336,Cermaq Canada,Simmonds Point,-126.90153,50.87791,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Count(s) not required (<21 days post in-feed treatment),1
2019,May,728,Cermaq Canada,Sir Edmund Bay,-126.59684,50.83096,Broughton Archipelago,Routine monitoring,2019-05-07,3,0.96,0.45,0,0,,2
2019,May,728,Cermaq Canada,Sir Edmund Bay,-126.59684,50.83096,Broughton Archipelago,Routine monitoring,2019-05-11,3,1.22,0.56,0.02,0,,2
2019,May,728,Cermaq Canada,Sir Edmund Bay,-126.59684,50.83096,Broughton Archipelago,Post in-feed treatment,2019-05-22,4,0.63,0.4,0,0,,2
2019,May,1825,Grieg Seafood BC,Noo-la,-126.36301,50.60799,Broughton Archipelago,Pre-treatment,2019-05-06,3,2.5,1.38,0.08,0.97,Management action planned (In-feed treatment),2
2019,May,1825,Grieg Seafood BC,Noo-la,-126.36301,50.60799,Broughton Archipelago,Routine monitoring,2019-05-15,3,1.38,0.51,0.03,0.03,,2
2019,May,1825,Grieg Seafood BC,Noo-la,-126.36301,50.60799,Broughton Archipelago,Post in-feed treatment,2019-05-28,3,0.38,0.23,0,0,,2
2019,May,7273,Grieg Seafood BC,Tsa-ya,-126.330725,50.61330417,Broughton Archipelago,Routine monitoring,2019-05-15,3,0.95,0.39,0.22,1.08,,2
2019,May,7273,Grieg Seafood BC,Tsa-ya,-126.33073,50.6133,Broughton Archipelago,Routine monitoring,2019-05-31,3,0.22,0.07,0.03,0,,2
2019,May,1839,Grieg Seafood BC,Wa-kwa,-126.347412,50.601059,Broughton Archipelago,Routine monitoring,2019-05-12,3,0.44,0.1,0.1,1.01,,2
2019,May,1839,Grieg Seafood BC,Wa-kwa,-126.347412,50.601059,Broughton Archipelago,Routine monitoring,2019-05-29,3,0.38,0.12,0,0,,2
2019,May,1586,MOWI Canada West,Doctor Islets,-126.28925,50.65373,Broughton Archipelago,Routine monitoring,2019-05-08,2,0.03,0,0.08,0.03,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,May,1586,MOWI Canada West,Doctor Islets,-126.28925,50.65373,Broughton Archipelago,Routine monitoring,2019-05-13,3,0.15,0.07,0.33,0.3,,1
2019,May,1586,MOWI Canada West,Doctor Islets,-126.28925,50.65373,Broughton Archipelago,Routine monitoring,2019-05-20,2,0.05,0.03,0.6,0.25,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2019,May,1586,MOWI Canada West,Doctor Islets,-126.28925,50.65373,Broughton Archipelago,Routine monitoring,2019-05-28,3,0,0,0.05,0.1,,2
2019,May,1618,MOWI Canada West,Humphrey Rock,-126.25532,50.69682,Broughton Archipelago,Routine monitoring,2019-05-05,2,0,0,2.05,0,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,May,1618,MOWI Canada West,Humphrey Rock,-126.25532,50.69682,Broughton Archipelago,Routine monitoring,2019-05-08,3,0,0,2.72,0.28,,1
2019,May,1618,MOWI Canada West,Humphrey Rock,-126.25532,50.69682,Broughton Archipelago,Routine monitoring,2019-05-18,2,0.08,0.03,8.38,0.03,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,May,143,MOWI Canada West,Larsen Island,-126.63284,50.60175,Broughton Archipelago,Routine monitoring,2019-05-02,3,0.18,0.02,0.37,0.07,,1
2019,May,143,MOWI Canada West,Larsen Island,-126.63284,50.60175,Broughton Archipelago,Routine monitoring,2019-05-09,3,0.18,0,0.43,0.15,,1
2019,May,143,MOWI Canada West,Larsen Island,-126.63284,50.60175,Broughton Archipelago,Routine monitoring,2019-05-20,3,0.17,0.08,0.4,0.02,,1
2019,May,143,MOWI Canada West,Larsen Island,-126.63284,50.60175,Broughton Archipelago,Routine monitoring,2019-05-25,2,0.2,0.08,0.38,0.08,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,May,467,MOWI Canada West,Midsummer,-126.66298,50.65784,Broughton Archipelago,Routine monitoring,2019-05-13,3,0.35,0,0.07,1,,1
2019,May,467,MOWI Canada West,Midsummer,-126.66298,50.65784,Broughton Archipelago,Routine monitoring,2019-05-17,2,0.03,0.03,1.43,0.43,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,May,141,MOWI Canada West,Port Elizabeth,-126.47653,50.67099,Broughton Archipelago,Routine monitoring,2019-05-08,3,0.15,0.05,0,0.03,,2
2019,May,141,MOWI Canada West,Port Elizabeth,-126.47653,50.67099,Broughton Archipelago,Routine monitoring,2019-05-17,3,0.07,0.03,0,0.08,,2
2019,May,141,MOWI Canada West,Port Elizabeth,-126.47653,50.67099,Broughton Archipelago,Routine monitoring,2019-05-28,3,0.03,0.03,0,0,,2
2019,May,1059,MOWI Canada West,Sargeaunt Pass,-126.18595,50.67346,Broughton Archipelago,Routine monitoring,2019-05-02,2,0.55,0.05,1.35,0,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2019,May,1059,MOWI Canada West,Sargeaunt Pass,-126.18595,50.67346,Broughton Archipelago,Routine monitoring,2019-05-08,3,0.18,0.02,4.03,0.78,,1
